"--I heard you were round, said Blazes Boylan.",i heard you were round said blazes boylan
THE PEERS: I do become your liege man of life and limb to earthly worship.,the peers i do become your liege man of life and limb to earthly worship
_(Bloom holds up his right hand on which sparkles the Koh-i-Noor diamond. His palfrey neighs. Immediate silence. Wireless intercontinental and interplanetary transmitters are set for reception of message.)_,bloom holds up his right hand on which sparkles the kohinoor diamond his palfrey neighs immediate silence wireless intercontinental and interplanetary transmitters are set for reception of message
"BLOOM: My subjects! We hereby nominate our faithful charger Copula Felix hereditary Grand Vizier and announce that we have this day repudiated our former spouse and have bestowed our royal hand upon the princess Selene, the splendour of night.",bloom my subjects we hereby nominate our faithful charger copula felix hereditary grand vizier and announce that we have this day repudiated our former spouse and have bestowed our royal hand upon the princess selene the splendour of night
"_(The former morganatic spouse of Bloom is hastily removed in the Black Maria. The princess Selene, in moonblue robes, a silver crescent on her head, descends from a Sedan chair, borne by two giants. An outburst of cheering.)_",the former morganatic spouse of bloom is hastily removed in the black maria the princess selene in moonblue robes a silver crescent on her head descends from a sedan chair borne by two giants an outburst of cheering
JOHN HOWARD PARNELL: _(Raises the royal standard)_ Illustrious Bloom! Successor to my famous brother!,john howard parnell raises the royal standard illustrious bloom successor to my famous brother
"BLOOM: _(Embraces John Howard Parnell)_ We thank you from our heart, John, for this right royal welcome to green Erin, the promised land of our common ancestors.",bloom embraces john howard parnell we thank you from our heart john for this right royal welcome to green erin the promised land of our common ancestors
"_(The freedom of the city is presented to him embodied in a charter. The keys of Dublin, crossed on a crimson cushion, are given to him. He shows all that he is wearing green socks.)_",the freedom of the city is presented to him embodied in a charter the keys of dublin crossed on a crimson cushion are given to him he shows all that he is wearing green socks
"TOM KERNAN: You deserve it, your honour.",tom kernan you deserve it your honour
"BLOOM: On this day twenty years ago we overcame the hereditary enemy at Ladysmith. Our howitzers and camel swivel guns played on his lines with telling effect. Half a league onward! They charge! All is lost now! Do we yield? No! We drive them headlong! Lo! We charge! Deploying to the left our light horse swept across the heights of Plevna and, uttering their warcry _Bonafide Sabaoth_, sabred the Saracen gunners to a man.",bloom on this day twenty years ago we overcame the hereditary enemy at ladysmith our howitzers and camel swivel guns played on his lines with telling effect half a league onward they charge all is lost now do we yield no we drive them headlong lo we charge deploying to the left our light horse swept across the heights of plevna and uttering their warcry bonafide sabaoth sabred the saracen gunners to a man
THE CHAPEL OF FREEMAN TYPESETTERS: Hear! Hear!,the chapel of freeman typesetters hear hear
JOHN WYSE NOLAN: There's the man that got away James Stephens.,john wyse nolan theres the man that got away james stephens
A BLUECOAT SCHOOLBOY: Bravo!,a bluecoat schoolboy bravo
"AN OLD RESIDENT: You're a credit to your country, sir, that's what you are.",an old resident youre a credit to your country sir thats what you are
AN APPLEWOMAN: He's a man like Ireland wants.,an applewoman hes a man like ireland wants
"BLOOM: My beloved subjects, a new era is about to dawn. I, Bloom, tell you verily it is even now at hand. Yea, on the word of a Bloom, ye shall ere long enter into the golden city which is to be, the new Bloomusalem in the Nova Hibernia of the future.",bloom my beloved subjects a new era is about to dawn i bloom tell you verily it is even now at hand yea on the word of a bloom ye shall ere long enter into the golden city which is to be the new bloomusalem in the nova hibernia of the future
"_(Thirtytwo workmen, wearing rosettes, from all the counties of Ireland, under the guidance of Derwan the builder, construct the new Bloomusalem. It is a colossal edifice with crystal roof, built in the shape of a huge pork kidney, containing forty thousand rooms. In the course of its extension several buildings and monuments are demolished. Government offices are temporarily transferred to railway sheds. Numerous houses are razed to the ground. The inhabitants are lodged in barrels and boxes, all marked in red with the letters: L. B. several paupers fill from a ladder. A part of the walls of Dublin, crowded with loyal sightseers, collapses.)_",thirtytwo workmen wearing rosettes from all the counties of ireland under the guidance of derwan the builder construct the new bloomusalem it is a colossal edifice with crystal roof built in the shape of a huge pork kidney containing forty thousand rooms in the course of its extension several buildings and monuments are demolished government offices are temporarily transferred to railway sheds numerous houses are razed to the ground the inhabitants are lodged in barrels and boxes all marked in red with the letters l b several paupers fill from a ladder a part of the walls of dublin crowded with loyal sightseers collapses
THE SIGHTSEERS: _(Dying) Morituri te salutant. (They die)_,the sightseers dying morituri te salutant they die
_(A man in a brown macintosh springs up through a trapdoor. He points an elongated finger at Bloom.)_,a man in a brown macintosh springs up through a trapdoor he points an elongated finger at bloom
"THE MAN IN THE MACINTOSH: Don't you believe a word he says. That man is Leopold M'Intosh, the notorious fireraiser. His real name is Higgins.",the man in the macintosh dont you believe a word he says that man is leopold mintosh the notorious fireraiser his real name is higgins
BLOOM: Shoot him! Dog of a christian! So much for M'Intosh!,bloom shoot him dog of a christian so much for mintosh
"_(A cannonshot. The man in the macintosh disappears. Bloom with his sceptre strikes down poppies. The instantaneous deaths of many powerful enemies, graziers, members of parliament, members of standing committees, are reported. Bloom's bodyguard distribute Maundy money, commemoration medals, loaves and fishes, temperance badges, expensive Henry Clay cigars, free cowbones for soup, rubber preservatives in sealed envelopes tied with gold thread, butter scotch, pineapple rock,_ billets doux _in the form of cocked hats, readymade suits, porringers of toad in the hole, bottles of Jeyes' Fluid, purchase stamps, 40 days' indulgences, spurious coins, dairyfed pork sausages, theatre passes, season tickets available for all tramlines, coupons of the royal and privileged Hungarian lottery, penny dinner counters, cheap reprints of the World's Twelve Worst Books: Froggy And Fritz (politic), Care of the Baby (infantilic), 50 Meals for 7/6 (culinic), Was Jesus a Sun Myth? (historic), Expel that Pain (medic), Infant's Compendium of the Universe (cosmic), Let's All Chortle (hilaric), Canvasser's Vade Mecum (journalic), Loveletters of Mother Assistant (erotic), Who's Who in Space (astric), Songs that Reached Our Heart (melodic), Pennywise's Way to Wealth (parsimonic). A general rush and scramble. Women press forward to touch the hem of Bloom's robe. The Lady Gwendolen Dubedat bursts through the throng, leaps on his horse and kisses him on both cheeks amid great acclamation. A magnesium flashlight photograph is taken. Babes and sucklings are held up.)_",a cannonshot the man in the macintosh disappears bloom with his sceptre strikes down poppies the instantaneous deaths of many powerful enemies graziers members of parliament members of standing committees are reported blooms bodyguard distribute maundy money commemoration medals loaves and fishes temperance badges expensive henry clay cigars free cowbones for soup rubber preservatives in sealed envelopes tied with gold thread butter scotch pineapple rock billets doux in the form of cocked hats readymade suits porringers of toad in the hole bottles of jeyes fluid purchase stamps 40 days indulgences spurious coins dairyfed pork sausages theatre passes season tickets available for all tramlines coupons of the royal and privileged hungarian lottery penny dinner counters cheap reprints of the worlds twelve worst books froggy and fritz politic care of the baby infantilic 50 meals for 76 culinic was jesus a sun myth historic expel that pain medic infants compendium of the universe cosmic lets all chortle hilaric canvassers vade mecum journalic loveletters of mother assistant erotic whos who in space astric songs that reached our heart melodic pennywises way to wealth parsimonic a general rush and scramble women press forward to touch the hem of blooms robe the lady gwendolen dubedat bursts through the throng leaps on his horse and kisses him on both cheeks amid great acclamation a magnesium flashlight photograph is taken babes and sucklings are held up
THE WOMEN: Little father! Little father!,the women little father little father
THE BABES AND SUCKLINGS:,the babes and sucklings
"     Clap clap hands till Poldy comes home,      Cakes in his pocket for Leo alone.", clap clap hands till poldy comes home cakes in his pocket for leo alone
" _(Bloom, bending down, pokes Baby Boardman gently in the stomach.)_", bloom bending down pokes baby boardman gently in the stomach
"BABY BOARDMAN: _(Hiccups, curdled milk flowing from his mouth)_ Hajajaja.",baby boardman hiccups curdled milk flowing from his mouth hajajaja
"BLOOM: _(Shaking hands with a blind stripling)_ My more than Brother! _(Placing his arms round the shoulders of an old couple)_ Dear old friends! _(He plays pussy fourcorners with ragged boys and girls)_ Peep! Bopeep! _(He wheels twins in a perambulator)_ Ticktacktwo wouldyousetashoe? _(He performs juggler's tricks, draws red, orange, yellow, green, blue, indigo and violet silk handkerchiefs from his mouth)_ Roygbiv. 32 feet per second. _(He consoles a widow)_ Absence makes the heart grow younger. _(He dances the Highland fling with grotesque antics)_ Leg it, ye devils! _(He kisses the bedsores of a palsied veteran_) Honourable wounds! _(He trips up a fit policeman)_ U. p: up. U. p: up. _(He whispers in the ear of a blushing waitress and laughs kindly)_ Ah, naughty, naughty! _(He eats a raw turnip offered him by Maurice Butterly, farmer)_ Fine! Splendid! _(He refuses to accept three shillings offered him by Joseph Hynes, journalist)_ My dear fellow, not at all! (He gives his coat to a beggar) Please accept. _(He takes part in a stomach race with elderly male and female cripples)_ Come on, boys! Wriggle it, girls!",bloom shaking hands with a blind stripling my more than brother placing his arms round the shoulders of an old couple dear old friends he plays pussy fourcorners with ragged boys and girls peep bopeep he wheels twins in a perambulator ticktacktwo wouldyousetashoe he performs jugglers tricks draws red orange yellow green blue indigo and violet silk handkerchiefs from his mouth roygbiv 32 feet per second he consoles a widow absence makes the heart grow younger he dances the highland fling with grotesque antics leg it ye devils he kisses the bedsores of a palsied veteran honourable wounds he trips up a fit policeman u p up u p up he whispers in the ear of a blushing waitress and laughs kindly ah naughty naughty he eats a raw turnip offered him by maurice butterly farmer fine splendid he refuses to accept three shillings offered him by joseph hynes journalist my dear fellow not at all he gives his coat to a beggar please accept he takes part in a stomach race with elderly male and female cripples come on boys wriggle it girls
"THE CITIZEN: _(Choked with emotion, brushes aside a tear in his emerald muffler)_ May the good God bless him!",the citizen choked with emotion brushes aside a tear in his emerald muffler may the good god bless him
_(The rams' horns sound for silence. The standard of Zion is hoisted.)_,the rams horns sound for silence the standard of zion is hoisted
"BLOOM: _(Uncloaks impressively, revealing obesity, unrolls a paper and reads solemnly)_ Aleph Beth Ghimel Daleth Hagadah Tephilim Kosher Yom Kippur Hanukah Roschaschana Beni Brith Bar Mitzvah Mazzoth Askenazim Meshuggah Talith.",bloom uncloaks impressively revealing obesity unrolls a paper and reads solemnly aleph beth ghimel daleth hagadah tephilim kosher yom kippur hanukah roschaschana beni brith bar mitzvah mazzoth askenazim meshuggah talith
"_(An official translation is read by Jimmy Henry, assistant town clerk.)_",an official translation is read by jimmy henry assistant town clerk
"JIMMY HENRY: The Court of Conscience is now open. His Most Catholic Majesty will now administer open air justice. Free medical and legal advice, solution of doubles and other problems. All cordially invited. Given at this our loyal city of Dublin in the year I of the Paradisiacal Era.",jimmy henry the court of conscience is now open his most catholic majesty will now administer open air justice free medical and legal advice solution of doubles and other problems all cordially invited given at this our loyal city of dublin in the year i of the paradisiacal era
PADDY LEONARD: What am I to do about my rates and taxes?,paddy leonard what am i to do about my rates and taxes
"BLOOM: Pay them, my friend.",bloom pay them my friend
PADDY LEONARD: Thank you.,paddy leonard thank you
NOSEY FLYNN: Can I raise a mortgage on my fire insurance?,nosey flynn can i raise a mortgage on my fire insurance
"BLOOM: _(Obdurately)_ Sirs, take notice that by the law of torts you are bound over in your own recognisances for six months in the sum of five pounds.",bloom obdurately sirs take notice that by the law of torts you are bound over in your own recognisances for six months in the sum of five pounds
J. J. O'MOLLOY: A Daniel did I say? Nay! A Peter O'Brien!,j j omolloy a daniel did i say nay a peter obrien
NOSEY FLYNN: Where do I draw the five pounds?,nosey flynn where do i draw the five pounds
PISSER BURKE: For bladder trouble?,pisser burke for bladder trouble
BLOOM:,bloom
"     _Acid. nit. hydrochlor. dil.,_ 20 minims      _Tinct. nux vom.,_ 5 minims      _Extr. taraxel. iiq.,_ 30 minims.      _Aq. dis. ter in die._", acid nit hydrochlor dil 20 minims tinct nux vom 5 minims extr taraxel iiq 30 minims aq dis ter in die
CHRIS CALLINAN: What is the parallax of the subsolar ecliptic of Aldebaran?,chris callinan what is the parallax of the subsolar ecliptic of aldebaran
"BLOOM: Pleased to hear from you, Chris. K. II.",bloom pleased to hear from you chris k ii
JOE HYNES: Why aren't you in uniform?,joe hynes why arent you in uniform
BLOOM: When my progenitor of sainted memory wore the uniform of the Austrian despot in a dank prison where was yours?,bloom when my progenitor of sainted memory wore the uniform of the austrian despot in a dank prison where was yours
BEN DOLLARD: Pansies?,ben dollard pansies
BLOOM: Embellish (beautify) suburban gardens.,bloom embellish beautify suburban gardens
BEN DOLLARD: When twins arrive?,ben dollard when twins arrive
"BLOOM: Father (pater, dad) starts thinking.",bloom father pater dad starts thinking
"LARRY O'ROURKE: An eightday licence for my new premises. You remember me, sir Leo, when you were in number seven. I'm sending around a dozen of stout for the missus.",larry orourke an eightday licence for my new premises you remember me sir leo when you were in number seven im sending around a dozen of stout for the missus
BLOOM: _(Coldly)_ You have the advantage of me. Lady Bloom accepts no presents.,bloom coldly you have the advantage of me lady bloom accepts no presents
CROFTON: This is indeed a festivity.,crofton this is indeed a festivity
BLOOM: _(Solemnly)_ You call it a festivity. I call it a sacrament.,bloom solemnly you call it a festivity i call it a sacrament
ALEXANDER KEYES: When will we have our own house of keys?,alexander keyes when will we have our own house of keys
"BLOOM: I stand for the reform of municipal morals and the plain ten commandments. New worlds for old. Union of all, jew, moslem and gentile. Three acres and a cow for all children of nature. Saloon motor hearses. Compulsory manual labour for all. All parks open to the public day and night. Electric dishscrubbers. Tuberculosis, lunacy, war and mendicancy must now cease. General amnesty, weekly carnival with masked licence, bonuses for all, esperanto the universal language with universal brotherhood. No more patriotism of barspongers and dropsical impostors. Free money, free rent, free love and a free lay church in a free lay state.",bloom i stand for the reform of municipal morals and the plain ten commandments new worlds for old union of all jew moslem and gentile three acres and a cow for all children of nature saloon motor hearses compulsory manual labour for all all parks open to the public day and night electric dishscrubbers tuberculosis lunacy war and mendicancy must now cease general amnesty weekly carnival with masked licence bonuses for all esperanto the universal language with universal brotherhood no more patriotism of barspongers and dropsical impostors free money free rent free love and a free lay church in a free lay state
O'MADDEN BURKE: Free fox in a free henroost.,omadden burke free fox in a free henroost
DAVY BYRNE: _(Yawning)_ Iiiiiiiiiaaaaaaach!,davy byrne yawning iiiiiiiiiaaaaaaach
BLOOM: Mixed races and mixed marriage.,bloom mixed races and mixed marriage
LENEHAN: What about mixed bathing?,lenehan what about mixed bathing
"_(bloom explains to those near him his schemes for social regeneration. All agree with him. The keeper of the Kildare Street Museum appears, dragging a lorry on which are the shaking statues of several naked goddesses, Venus Callipyge, Venus Pandemos, Venus Metempsychosis, and plaster figures, also naked, representing the new nine muses, Commerce, Operatic Music, Amor, Publicity, Manufacture, Liberty of Speech, Plural Voting, Gastronomy, Private Hygiene, Seaside Concert Entertainments, Painless Obstetrics and Astronomy for the People.)_",bloom explains to those near him his schemes for social regeneration all agree with him the keeper of the kildare street museum appears dragging a lorry on which are the shaking statues of several naked goddesses venus callipyge venus pandemos venus metempsychosis and plaster figures also naked representing the new nine muses commerce operatic music amor publicity manufacture liberty of speech plural voting gastronomy private hygiene seaside concert entertainments painless obstetrics and astronomy for the people
"FATHER FARLEY: He is an episcopalian, an agnostic, an anythingarian seeking to overthrow our holy faith.",father farley he is an episcopalian an agnostic an anythingarian seeking to overthrow our holy faith
MRS RIORDAN: _(Tears up her will)_ I'm disappointed in you! You bad man!,mrs riordan tears up her will im disappointed in you you bad man
MOTHER GROGAN: _(Removes her boot to throw it at Bloom)_ You beast! You abominable person!,mother grogan removes her boot to throw it at bloom you beast you abominable person
"NOSEY FLYNN: Give us a tune, Bloom. One of the old sweet songs.",nosey flynn give us a tune bloom one of the old sweet songs
BLOOM: _(With rollicking humour)_,bloom with rollicking humour
"     I vowed that I never would leave her,      She turned out a cruel deceiver.      With my tooraloom tooraloom tooraloom tooraloom.", i vowed that i never would leave her she turned out a cruel deceiver with my tooraloom tooraloom tooraloom tooraloom
HOPPY HOLOHAN: Good old Bloom! There's nobody like him after all.,hoppy holohan good old bloom theres nobody like him after all
PADDY LEONARD: Stage Irishman!,paddy leonard stage irishman
BLOOM: What railway opera is like a tramline in Gibraltar? The Rows of Casteele._(Laughter.)_,bloom what railway opera is like a tramline in gibraltar the rows of casteelelaughter
LENEHAN: Plagiarist! Down with Bloom!,lenehan plagiarist down with bloom
"THE VEILED SIBYL: _(Enthusiastically)_ I'm a Bloomite and I glory in it. I believe in him in spite of all. I'd give my life for him, the funniest man on earth.",the veiled sibyl enthusiastically im a bloomite and i glory in it i believe in him in spite of all id give my life for him the funniest man on earth
BLOOM: _(Winks at the bystanders)_ I bet she's a bonny lassie.,bloom winks at the bystanders i bet shes a bonny lassie
THEODORE PUREFOY: _(In fishingcap and oilskin jacket)_ He employs a mechanical device to frustrate the sacred ends of nature.,theodore purefoy in fishingcap and oilskin jacket he employs a mechanical device to frustrate the sacred ends of nature
THE VEILED SIBYL: _(Stabs herself)_ My hero god! _(She dies)_,the veiled sibyl stabs herself my hero god she dies
"_(Many most attractive and enthusiastic women also commit suicide by stabbing, drowning, drinking prussic acid, aconite, arsenic, opening their veins, refusing food, casting themselves under steamrollers, from the top of Nelson's Pillar, into the great vat of Guinness's brewery, asphyxiating themselves by placing their heads in gasovens, hanging themselves in stylish garters, leaping from windows of different storeys.)_",many most attractive and enthusiastic women also commit suicide by stabbing drowning drinking prussic acid aconite arsenic opening their veins refusing food casting themselves under steamrollers from the top of nelsons pillar into the great vat of guinnesss brewery asphyxiating themselves by placing their heads in gasovens hanging themselves in stylish garters leaping from windows of different storeys
"ALEXANDER J DOWIE: _(Violently)_ Fellowchristians and antiBloomites, the man called Bloom is from the roots of hell, a disgrace to christian men. A fiendish libertine from his earliest years this stinking goat of Mendes gave precocious signs of infantile debauchery, recalling the cities of the plain, with a dissolute granddam. This vile hypocrite, bronzed with infamy, is the white bull mentioned in the Apocalypse. A worshipper of the Scarlet Woman, intrigue is the very breath of his nostrils. The stake faggots and the caldron of boiling oil are for him. Caliban!",alexander j dowie violently fellowchristians and antibloomites the man called bloom is from the roots of hell a disgrace to christian men a fiendish libertine from his earliest years this stinking goat of mendes gave precocious signs of infantile debauchery recalling the cities of the plain with a dissolute granddam this vile hypocrite bronzed with infamy is the white bull mentioned in the apocalypse a worshipper of the scarlet woman intrigue is the very breath of his nostrils the stake faggots and the caldron of boiling oil are for him caliban
THE MOB: Lynch him! Roast him! He's as bad as Parnell was. Mr Fox!,the mob lynch him roast him hes as bad as parnell was mr fox
"_(Mother Grogan throws her boot at Bloom. Several shopkeepers from upper and lower Dorset street throw objects of little or no commercial value, hambones, condensed milk tins, unsaleable cabbage, stale bread, sheep's tails, odd pieces of fat.)_",mother grogan throws her boot at bloom several shopkeepers from upper and lower dorset street throw objects of little or no commercial value hambones condensed milk tins unsaleable cabbage stale bread sheeps tails odd pieces of fat
"BLOOM: _(Excitedly)_ This is midsummer madness, some ghastly joke again. By heaven, I am guiltless as the unsunned snow! It was my brother Henry. He is my double. He lives in number 2 Dolphin's Barn. Slander, the viper, has wrongfully accused me. Fellowcountrymen, _sgenl inn ban bata coisde gan capall._ I call on my old friend, Dr Malachi Mulligan, sex specialist, to give medical testimony on my behalf.",bloom excitedly this is midsummer madness some ghastly joke again by heaven i am guiltless as the unsunned snow it was my brother henry he is my double he lives in number 2 dolphins barn slander the viper has wrongfully accused me fellowcountrymen sgenl inn ban bata coisde gan capall i call on my old friend dr malachi mulligan sex specialist to give medical testimony on my behalf
"DR MULLIGAN: _(In motor jerkin, green motorgoggles on his brow)_ Dr Bloom is bisexually abnormal. He has recently escaped from Dr Eustace's private asylum for demented gentlemen. Born out of bedlock hereditary epilepsy is present, the consequence of unbridled lust. Traces of elephantiasis have been discovered among his ascendants. There are marked symptoms of chronic exhibitionism. Ambidexterity is also latent. He is prematurely bald from selfabuse, perversely idealistic in consequence, a reformed rake, and has metal teeth. In consequence of a family complex he has temporarily lost his memory and I believe him to be more sinned against than sinning. I have made a pervaginal examination and, after application of the acid test to 5427 anal, axillary, pectoral and pubic hairs, I declare him to be _virgo intacta._",dr mulligan in motor jerkin green motorgoggles on his brow dr bloom is bisexually abnormal he has recently escaped from dr eustaces private asylum for demented gentlemen born out of bedlock hereditary epilepsy is present the consequence of unbridled lust traces of elephantiasis have been discovered among his ascendants there are marked symptoms of chronic exhibitionism ambidexterity is also latent he is prematurely bald from selfabuse perversely idealistic in consequence a reformed rake and has metal teeth in consequence of a family complex he has temporarily lost his memory and i believe him to be more sinned against than sinning i have made a pervaginal examination and after application of the acid test to 5427 anal axillary pectoral and pubic hairs i declare him to be virgo intacta
_(Bloom holds his high grade hat over his genital organs.)_,bloom holds his high grade hat over his genital organs
DR MADDEN: Hypsospadia is also marked. In the interest of coming generations I suggest that the parts affected should be preserved in spirits of wine in the national teratological museum.,dr madden hypsospadia is also marked in the interest of coming generations i suggest that the parts affected should be preserved in spirits of wine in the national teratological museum
"DR CROTTHERS: I have examined the patient's urine. It is albuminoid. Salivation is insufficient, the patellar reflex intermittent.",dr crotthers i have examined the patients urine it is albuminoid salivation is insufficient the patellar reflex intermittent
DR PUNCH COSTELLO: The _fetor judaicus_ is most perceptible.,dr punch costello the fetor judaicus is most perceptible
"DR DIXON: _(Reads a bill of health)_ Professor Bloom is a finished example of the new womanly man. His moral nature is simple and lovable. Many have found him a dear man, a dear person. He is a rather quaint fellow on the whole, coy though not feebleminded in the medical sense. He has written a really beautiful letter, a poem in itself, to the court missionary of the Reformed Priests' Protection Society which clears up everything. He is practically a total abstainer and I can affirm that he sleeps on a straw litter and eats the most Spartan food, cold dried grocer's peas. He wears a hairshirt of pure Irish manufacture winter and summer and scourges himself every Saturday. He was, I understand, at one time a firstclass misdemeanant in Glencree reformatory. Another report states that he was a very posthumous child. I appeal for clemency in the name of the most sacred word our vocal organs have ever been called upon to speak. He is about to have a baby.",dr dixon reads a bill of health professor bloom is a finished example of the new womanly man his moral nature is simple and lovable many have found him a dear man a dear person he is a rather quaint fellow on the whole coy though not feebleminded in the medical sense he has written a really beautiful letter a poem in itself to the court missionary of the reformed priests protection society which clears up everything he is practically a total abstainer and i can affirm that he sleeps on a straw litter and eats the most spartan food cold dried grocers peas he wears a hairshirt of pure irish manufacture winter and summer and scourges himself every saturday he was i understand at one time a firstclass misdemeanant in glencree reformatory another report states that he was a very posthumous child i appeal for clemency in the name of the most sacred word our vocal organs have ever been called upon to speak he is about to have a baby
"_(General commotion and compassion. Women faint. A wealthy American makes a street collection for Bloom. Gold and silver coins, blank cheques, banknotes, jewels, treasury bonds, maturing bills of exchange, I. O. U's, wedding rings, watchchains, lockets, necklaces and bracelets are rapidly collected.)_",general commotion and compassion women faint a wealthy american makes a street collection for bloom gold and silver coins blank cheques banknotes jewels treasury bonds maturing bills of exchange i o us wedding rings watchchains lockets necklaces and bracelets are rapidly collected
"BLOOM: O, I so want to be a mother.",bloom o i so want to be a mother
"MRS THORNTON: _(In nursetender's gown)_ Embrace me tight, dear. You'll be soon over it. Tight, dear.",mrs thornton in nursetenders gown embrace me tight dear youll be soon over it tight dear
"_(Bloom embraces her tightly and bears eight male yellow and white children. They appear on a redcarpeted staircase adorned with expensive plants. All the octuplets are handsome, with valuable metallic faces, wellmade, respectably dressed and wellconducted, speaking five modern languages fluently and interested in various arts and sciences. Each has his name printed in legible letters on his shirtfront: Nasodoro, Goldfinger, Chrysostomos, Maindoree, Silversmile, Silberselber, Vifargent, Panargyros. They are immediately appointed to positions of high public trust in several different countries as managing directors of banks, traffic managers of railways, chairmen of limited liability companies, vicechairmen of hotel syndicates.)_",bloom embraces her tightly and bears eight male yellow and white children they appear on a redcarpeted staircase adorned with expensive plants all the octuplets are handsome with valuable metallic faces wellmade respectably dressed and wellconducted speaking five modern languages fluently and interested in various arts and sciences each has his name printed in legible letters on his shirtfront nasodoro goldfinger chrysostomos maindoree silversmile silberselber vifargent panargyros they are immediately appointed to positions of high public trust in several different countries as managing directors of banks traffic managers of railways chairmen of limited liability companies vicechairmen of hotel syndicates
"A VOICE: Bloom, are you the Messiah ben Joseph or ben David?",a voice bloom are you the messiah ben joseph or ben david
BLOOM: _(Darkly)_ You have said it.,bloom darkly you have said it
BROTHER BUZZ: Then perform a miracle like Father Charles.,brother buzz then perform a miracle like father charles
BANTAM LYONS: Prophesy who will win the Saint Leger.,bantam lyons prophesy who will win the saint leger
"_(Bloom walks on a net, covers his left eye with his left ear, passes through several walls, climbs Nelson's Pillar, hangs from the top ledge by his eyelids, eats twelve dozen oysters (shells included), heals several sufferers from king's evil, contracts his face so as to resemble many historical personages, Lord Beaconsfield, Lord Byron, Wat Tyler, Moses of Egypt, Moses Maimonides, Moses Mendelssohn, Henry Irving, Rip van Winkle, Kossuth, Jean Jacques Rousseau, Baron Leopold Rothschild, Robinson Crusoe, Sherlock Holmes, Pasteur, turns each foot simultaneously in different directions, bids the tide turn back, eclipses the sun by extending his little finger.)_",bloom walks on a net covers his left eye with his left ear passes through several walls climbs nelsons pillar hangs from the top ledge by his eyelids eats twelve dozen oysters shells included heals several sufferers from kings evil contracts his face so as to resemble many historical personages lord beaconsfield lord byron wat tyler moses of egypt moses maimonides moses mendelssohn henry irving rip van winkle kossuth jean jacques rousseau baron leopold rothschild robinson crusoe sherlock holmes pasteur turns each foot simultaneously in different directions bids the tide turn back eclipses the sun by extending his little finger
"BRINI, PAPAL NUNCIO: _(In papal zouave's uniform, steel cuirasses as breastplate, armplates, thighplates, legplates, large profane moustaches and brown paper mitre) Leopoldi autem generatio._ Moses begat Noah and Noah begat Eunuch and Eunuch begat O'Halloran and O'Halloran begat Guggenheim and Guggenheim begat Agendath and Agendath begat Netaim and Netaim begat Le Hirsch and Le Hirsch begat Jesurum and Jesurum begat MacKay and MacKay begat Ostrolopsky and Ostrolopsky begat Smerdoz and Smerdoz begat Weiss and Weiss begat Schwarz and Schwarz begat Adrianopoli and Adrianopoli begat Aranjuez and Aranjuez begat Lewy Lawson and Lewy Lawson begat Ichabudonosor and Ichabudonosor begat O'Donnell Magnus and O'Donnell Magnus begat Christbaum and Christbaum begat ben Maimun and ben Maimun begat Dusty Rhodes and Dusty Rhodes begat Benamor and Benamor begat Jones-Smith and Jones-Smith begat Savorgnanovich and Savorgnanovich begat Jasperstone and Jasperstone begat Vingtetunieme and Vingtetunieme begat Szombathely and Szombathely begat Virag and Virag begat Bloom _et vocabitur nomen eius Emmanuel._",brini papal nuncio in papal zouaves uniform steel cuirasses as breastplate armplates thighplates legplates large profane moustaches and brown paper mitre leopoldi autem generatio moses begat noah and noah begat eunuch and eunuch begat ohalloran and ohalloran begat guggenheim and guggenheim begat agendath and agendath begat netaim and netaim begat le hirsch and le hirsch begat jesurum and jesurum begat mackay and mackay begat ostrolopsky and ostrolopsky begat smerdoz and smerdoz begat weiss and weiss begat schwarz and schwarz begat adrianopoli and adrianopoli begat aranjuez and aranjuez begat lewy lawson and lewy lawson begat ichabudonosor and ichabudonosor begat odonnell magnus and odonnell magnus begat christbaum and christbaum begat ben maimun and ben maimun begat dusty rhodes and dusty rhodes begat benamor and benamor begat jonessmith and jonessmith begat savorgnanovich and savorgnanovich begat jasperstone and jasperstone begat vingtetunieme and vingtetunieme begat szombathely and szombathely begat virag and virag begat bloom et vocabitur nomen eius emmanuel
A DEADHAND: _(Writes on the wall)_ Bloom is a cod.,a deadhand writes on the wall bloom is a cod
CRAB: _(In bushranger's kit)_ What did you do in the cattlecreep behind Kilbarrack?,crab in bushrangers kit what did you do in the cattlecreep behind kilbarrack
A FEMALE INFANT: _(Shakes a rattle)_ And under Ballybough bridge?,a female infant shakes a rattle and under ballybough bridge
A HOLLYBUSH: And in the devil's glen?,a hollybush and in the devils glen
"BLOOM: _(Blushes furiously all over from frons to nates, three tears filling from his left eye)_ Spare my past.",bloom blushes furiously all over from frons to nates three tears filling from his left eye spare my past
"THE IRISH EVICTED TENANTS: _(In bodycoats, kneebreeches, with Donnybrook fair shillelaghs)_ Sjambok him!",the irish evicted tenants in bodycoats kneebreeches with donnybrook fair shillelaghs sjambok him
"_(Bloom with asses' ears seats himself in the pillory with crossed arms, his feet protruding. He whistles_ Don Giovanni, a cenar teco. _Artane orphans, joining hands, caper round him. Girls of the Prison Gate Mission, joining hands, caper round in the opposite direction.)_",bloom with asses ears seats himself in the pillory with crossed arms his feet protruding he whistles don giovanni a cenar teco artane orphans joining hands caper round him girls of the prison gate mission joining hands caper round in the opposite direction
THE ARTANE ORPHANS:,the artane orphans
